No_Inscription;No_Region_MEF;Nom_Dossier;Adresse;Qualite_Sol_Residuel*;Code_Muncp;NO_MRC;Contaminants_sols;Contaminants_eau;LATITUDE_DEG_DEC_NAD83;LONGITUDE_DEG_DEC_NAD83
4134;16;Vilone, Vince Gestion Roger Wyngert;"105, rue Saint-Louis
LeMoyne";R : Non terminée;58227;580;Anthracène, Benzo(a)pyrène, Chrysène, Cuivre (Cu), Fluoranthène, Hydrocarbures pétroliers C10 à C50, Phénanthrène, Plomb (Pb), Pyrène, Tétrachloroéthène, Zinc (Zn),;0;45.4980555556;-73.4969444444
4136;16;Les Assemblées de la Pentecôte du Canada;"909, boulevard Roland-Therrien
Longueuil";R : Non terminée;58227;580;Hydrocarbures pétroliers C10 à C50,;0;45.5411111111;-73.4894444444
4137;16;Marchand, Pierre et Marchand, Daniel;"1545, 1re Avenue
Sainte-Catherine";R : Non terminée;67030;670;Biphényles polychlorés (BPC), Chrome total (Cr), Cobalt (Co), Cuivre (Cu), Hydrocarbures pétroliers C10 à C50, Mercure (Hg), Molybdène (Mo), Nickel (Ni),;0;45.3962666667;-73.5890861111
4139;16;G.R.S. International (1983) Inc. Henri Loder;"6042, route 132
Sainte-Catherine";R : Non terminée;67030;670;Hydrocarbures pétroliers C10 à C50,;0;45.3951694444;-73.5848611111
4140;16;"Bois, Alain; Brazeau, Daniel; Laverdure, Pierre; Saint-Germain, Bertrand";"1416, chemin de Chambly
Longueuil";R : Non terminée;58227;580;Hydrocarbures pétroliers C10 à C50,;0;45.5312638889;-73.4868166667
4141;16;John Reid et Fils ltée;"7000, route 132
Sainte-Catherine";R : Non terminée;67030;670;Hydrocarbures légers*,;0;45.395875;-73.6020777778
4144;16;Sergaz inc. Ultramar Canada inc.;"5240, route 132
Sainte-Catherine";R : Non terminée;67030;670;Hydrocarbures légers*,;0;45.3915083333;-73.5755111111
4146;16;Rhéaume, Pierre et Lestage, Pierre ;"505 à 511, rue Saint-Charles Est
Longueuil";R : Non terminée;58227;580;Hydrocarbures pétroliers C10 à C50,;0;45.5463888889;-73.5036111111
4147;16;Quincaillerie Demers;"2166, boulevard Marie-Victorin
Longueuil";R : Non terminée;58227;580;Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Xylènes (o,m,p),;0;45.5736111111;-73.4802777778
4148;16;Abergel, Ralph (Amiran);"2174, boulevard Marie-Victorin
Longueuil";R : Non terminée;58227;580;Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Xylènes (o,m,p),;0;45.5741666667;-73.4802777778
4149;16;Garage Normand;"200, boulevard Curé-Poirier Ouest
Longueuil";R : Non terminée;58227;580;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Plomb (Pb), Toluène, Xylènes (o,m,p),;0;45.5270779373;-73.4823332364
4150;16;Société Canadienne des Postes;"550, boulevard Taschereau
La Prairie";R : Non terminée;67015;670;Hydrocarbures pétroliers C10 à C50,;0;45.4127027778;-73.4933555556
4151;16;Immeubles R. Gouyer inc. (Les) Roy West Investments Ltd;"681, rue St-Henri
La Prairie";R : Non terminée;67015;670;Hydrocarbures pétroliers C10 à C50,;0;45.4128388889;-73.4876611111
4152;16;Unibéton-division Ciment Qc inc.;"1250, rang St-José
La Prairie";R : Non terminée;67015;670;Hydrocarbures pétroliers C10 à C50,;0;45.3983527778;-73.4928916667
4153;16;Hydro-Québec;"2525, chemin Lafrenière
La Prairie";R : Non terminée;67015;670;Biphényles polychlorés (BPC), Hydrocarbures pétroliers C10 à C50,;0;45.4097194444;-73.427825
4154;16;Leblanc, Raymond;"71, rue de l'Église Nord
Lacolle";R : Non terminée;56023;560;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;45.0863944444;-73.3737277778
4155;16;Demers, Roger;"75, rue de l'Église nord
Lacolle";R : Non terminée;56023;560;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;45.086475;-73.3739944444
4156;16;Boucher, André;"136, montée des Trentes
Mont-Saint-Hilaire";R : Non terminée;57035;570;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;45.5572638889;-73.1992833333
4157;16;Lamoureux, Michel et Sauvé, Lise;"212, chemin des Patriotes
Mont-Saint-Hilaire";R : Non terminée;57035;570;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;45.5578361111;-73.2002611111
4158;16;3086-9671 Québec inc;"300, chemin Du Tremblay
Boucherville";R : Non terminée;58033;580;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Tétrahydro-1,2,3,4 naphtalène*, Xylènes (o,m,p),;0;45.5658333333;-73.4127777778
4159;16;Péloquin, Jean et Hébert, Gaétanne;"1200, rue Papineau
Sorel-Tracy";R : Non terminée;53052;530;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;46.0347222222;-73.1305555556
4162;16;Marina le Nautique Gouvernement Fédéral;"55, rue Richelieu
Saint-Jean-sur-Richelieu";R : Non terminée;56083;560;Hydrocarbures légers*, Hydrocarbures pétroliers C10 à C50,;0;45.3033742103;-73.2495767991
4163;16;Sport Maska inc.;"600, boulevard Industriel
Saint-Jean-sur-Richelieu";R : Non terminée;56083;560;Cadmium (Cd), Chrome total (Cr), Hydrocarbures pétroliers C10 à C50, Zinc (Zn),;0;45.3169444444;-73.2855555556
4164;16;Station-service L. Aubert Inc.  ;"1376, route 112
Rougemont";R : Non terminée;55037;550;Huiles usées*,;0;45.4222417251;-73.0370571156
4165;16;Entreprises Glecor Inc. (Les) Desrosiers, Gleason;"50, chemin des Patriotes
Saint-Mathias";R : Non terminée;55065;550;Huiles usées*,;0;45.4502444444;-73.2492694444
4166;16;Garage F.D. Viens inc. Viens, Daniel et Viens, François;"312, chemin des Patriotes
Saint-Mathias-sur-Richelieu";R : Non terminée;55065;550;Xylènes (o,m,p),;0;45.4767805556;-73.2676888889
4169;16;Produits Mont-Joie Inc. 121661 Canada ltée;"1555, boulevard de l'Industrie
Beloeil";R : Non terminée;57040;570;Métaux*,;0;45.5947222222;-73.2222222222
4170;16;Maison de Courtage St-Jean inc. Immeubles Polygone inc.;"167, rue Champlain
Saint-Jean-sur-Richelieu";R : Non terminée;56083;560;Hydrocarbures pétroliers C10 à C50,;0;45.3051083333;-73.2518944444
4171;16;Pétrolière McColl-Frontenac inc.;"255, boulevard du Séminaire
Saint-Jean-sur-Richelieu";R : Non terminée;56083;560;Hydrocarbures pétroliers C10 à C50,;0;45.3079444444;-73.2645388889
4175;16;Lasselle, Jacques;"2424, Henriette
Carignan";R : Non terminée;57010;570;Huiles usées*, Hydrocarbures légers*,;0;45.4501611111;-73.3157583333
4176;16;Pneus Robert Bernard ltée - rempl. de réservoir;"765, rue Principale
Saint-Paul-d'Abbotsford";R : Non terminée;55015;550;Acénaphthylène, Anthracène, Benzo(a)anthracène, Benzo(a)pyrène, Benzo(b+j+k)fluoranthène, Benzo(g,h,i)pérylène, Chrysène, Fluoranthène, Fluorène, Hydrocarbures pétroliers C10 à C50, Indéno(1,2,3-cd)pyrène, Phénanthrène, Pyrène, Xylènes (o,m,p),;0;45.4364861111;-72.8924305556
4177;16;Lapointe, Christian et Fredette, Linda;"150, rue Parent
McMasterville";R : Non terminée;57025;570;Hydrocarbures pétroliers C10 à C50,;0;45.5464833333;-73.2230138889
4178;16;Unibroue inc.;"80, rue des Carrières
Chambly";R : Non terminée;57005;570;Cuivre (Cu), Zinc (Zn),;0;45.4413333333;-73.2615
4179;16;Hydro-Québec (Poste de Chambly);"9000, boul. Industriel
Chambly";R : Non terminée;57005;570;Hydrocarbures pétroliers C10 à C50,;0;45.445;-73.2808333333
4181;16;Unibéton Ciment Québec inc.;"960, chemin Benoît
Mont-Saint-Hilaire";R : Non terminée;57035;570;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;45.5835111111;-73.1422638889
4184;16;Radio MF C.I.E.L. (1981) inc. BELL Canada;"594, rang des Vingt-Cinq Est
Saint-Bruno-de-Montarville";R : Non terminée;58037;580;Hydrocarbures pétroliers C10 à C50,;0;45.5561111111;-73.3269444444
4185;16;Ministère de l'Environnement et de la Faune Gouvernement du Québec;"594, rang des Vingt-Cinq Est
Saint-Bruno-de-Montarville";R : Non terminée;58037;580;Hydrocarbures pétroliers C10 à C50,;0;45.5561111111;-73.3269444444
4186;16;Métropole Litho inc. Plusieurs;"1201, Marie-Victorin 
Saint-Bruno-de-Montarville";R : Non terminée;58037;580;Hydrocarbures pétroliers C10 à C50, Xylènes (o,m,p),;0;45.524175;-73.3705888889
4188;16;Mont Bruno Ford Inc. Deschênes, 3;"177, boulevard Sir-Wilfrid-Laurier
Saint-Basile-le-Grand";R : Non terminée;57020;570;Solvants*,;0;45.5288833333;-73.2894944444
4189;16;Corbeil, Lyne;"18, Richard
Saint-Basile-le-Grand";R : Non terminée;57020;570;Hydrocarbures pétroliers C10 à C50,;0;45.5357194444;-73.2705833333
4190;16;Éthier, André Audy, Jeannette;"6, rue Bouchard
Saint-Basile-le-Grand";R : Non terminée;57020;570;Hydrocarbures pétroliers C10 à C50,;0;45.5137583333;-73.3112277778
4191;16;Matteau, Thérèse et André;"133, rue Bessette
Carignan";R : Non terminée;57010;570;Hydrocarbures pétroliers C10 à C50,;0;45.4637819444;-73.290475
4194;16;Produits Chimiques G.H. ltée  ;"1550, rue Brouillette
Saint-Hyacinthe";R : Non terminée;54048;540;Hydrocarbures pétroliers C10 à C50,;0;45.6286111111;-72.9255555556
4196;16;Pétro-Canada inc. ;"4885, boulevard Laurier ouest
Saint-Hyacinthe";R : Non terminée;54048;540;Hydrocarbures légers*,;0;45.6065833333;-72.9752222222
4198;16;Station-service Ultramar Canada Rôtisserie Parenteau inc.;"2630, rue Dessaulles
Saint-Hyacinthe";R : Non terminée;54048;540;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;45.6222222222;-72.9569444444
4200;16;Tracy (Municipalité);"Lots 44-29, 44-30, 44-31, 46-27, 46-28, 46-29 
Sorel-Tracy";R : Non terminée;53052;530;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;46.0226722222;-73.1557777778
4202;16;Canbro inc.;"29, rue East Park
Salaberry-de-Valleyfield";R : Non terminée;70052;700;Hydrocarbures pétroliers C10 à C50, Solvants*, Triméthylbenzènes*,;0;45.2657;-74.129
4203;16;Hydro-Québec;"3320, rue  F.X.Tessier
Vaudreuil-Dorion";R : Non terminée;71083;710;Biphényles polychlorés (BPC), Hydrocarbures pétroliers C10 à C50, Pentachlorophénol (PCP),;0;45.4098444444;-74.0483194444
4204;16;Hydro-Québec;"7097, rue Hébert
Salaberry-de-Valleyfield";R : Non terminée;70052;700;Biphényles polychlorés (BPC), Métaux*, Pentachlorophénol (PCP),;0;45.304917;-73.987715
4206;16;Hydro-Québec;"Rue Hébert
Salaberry-de-Valleyfield";R : Non terminée;54048;540;Baryum (Ba), Biphényles polychlorés (BPC), Cuivre (Cu), Hydrocarbures pétroliers C10 à C50, Pentachlorophénol (PCP), Plomb (Pb), Zinc (Zn),;0;;
4207;16;Textiles Novacolor inc. (Tannerie Du Chasseur inc.) 174530 Canada inc.;"415, 2e Avenue
Iberville";R : Non terminée;56083;560;Hydrocarbures pétroliers C10 à C50,;0;45.3038583333;-73.2311361111
4208;16;Fil métallique Le Gardeur inc. Arneg Canada inc.;"18, rue Richelieu
Lacolle";R : Non terminée;56023;560;Hydrocarbures pétroliers C10 à C50,;0;45.0766666667;-73.3677777778
4209;16;Bergeron, René Bergeron, René et Bourgeois, Gisèle;"1190, chemin Grande Ligne
Saint-Alexandre";R : Non terminée;56055;560;Huiles usées*,;0;45.2441805556;-73.1295444444
4210;16;Garage Choinière & Morin inc. Choinière, Germain;"105, rue Saint-Charles
Saint-Alexandre";R : Non terminée;56055;560;Huiles usées*,;0;45.2385777778;-73.1165611111
4211;16;Les Huiles Thuot & Beauchemin 9049-3842 Québec inc.;478, boulevard d'Iberville;R : Non terminée;56083;560;Hydrocarbures pétroliers C10 à C50,;0;45.3119972222;-73.2298888889
4213;16;Ferme Gilles et Normand limitée;"425, rang Saint-Édouard
Saint-Athanase";R : Non terminée;56083;560;Solvants*,;0;45.3578555556;-73.22465
4214;16;Hamel, Claude et Descoteaux, Sylvie;"970, rue Nicole-Lemaire
Boucherville";R : Non terminée;58033;580;Cadmium (Cd), Cuivre (Cu), Hydrocarbures pétroliers C10 à C50, Nickel (Ni), Plomb (Pb), Zinc (Zn),;0;45.6297222222;-73.4377777778
4215;16;Lalancette, Michel et Quintal, Guylaine;"974, rue Nicole-Lemaire
Boucherville";R : Non terminée;58033;580;Cadmium (Cd), Cuivre (Cu), Hydrocarbures pétroliers C10 à C50, Nickel (Ni), Plomb (Pb), Zinc (Zn),;0;45.6297222222;-73.4375
4216;16;Perron, Guylaine;"976, rue Nicole-Lemaire
Boucherville";R : Non terminée;58033;580;Cadmium (Cd), Cuivre (Cu), Hydrocarbures pétroliers C10 à C50, Nickel (Ni), Plomb (Pb), Zinc (Zn),;0;45.63;-73.4377777778
4218;16;Praxair Canada inc.;"3012, chemin de la Baronnie
Varennes";R : Non terminée;59020;590;Hydrocarbures pétroliers C10 à C50,;0;45.6965222222;-73.4169444444
4219;16;Pétroles Irving Inc. (Ancien dépôt pétrolier);;R : Non terminée;59020;590;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;Cuivre (Cu), Zinc (Zn),;45.7150043615;-73.4265743801
4223;16;Hydro-Québec (C.E.R.V.) Usine 2;"1780, montée Sainte-Julie (Lionel-Boulet)
Varennes";R : Non terminée;59020;590;Hydrocarbures pétroliers C10 à C50,;0;45.621775;-73.3788166667
4225;16;Beauchemin, René  ;"807, chemin du Petit-Bois
Varennes";R : Non terminée;59020;590;Huiles usées*,;0;45.6720361111;-73.40515
4226;16;Air Liquide Canada ltée;"3499, route Marie-Victorin
(lot 40)
Varennes";R : Non terminée;59020;590;Benzène, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Toluène,;0;45.7145555556;-73.4221222222
4227;16;Magasins J. L. Taylor Magasins J.L. Taylor & Sons ltée;"556, rue Victoria
Saint-Lambert";R : Non terminée;58012;580;Hydrocarbures pétroliers C10 à C50,;0;45.5016666667;-73.5097222222
4228;16;3559581  Canada inc.;"1525, rue Victoria
Saint-Lambert";R : Non terminée;58012;580;Hydrocarbures pétroliers C10 à C50,;0;45.4877472222;-73.4907555556
4229;16;Édifice de William Boon 123546 Canada inc.;"625, rue Mercille
Saint-Lambert";R : Non terminée;58012;580;Hydrocarbures pétroliers C10 à C50,;0;45.5011111111;-73.5066666667
4231;16;Location Glamour Inc.;"156, rue Saint-Denis
Saint-Lambert";R : Non terminée;58012;580;Hydrocarbures pétroliers C10 à C50,;0;45.4994444444;-73.5113888889
4233;16;Usine de filtration Le Royer Saint-Lambert (V);"217, rue Riverside
Saint-Lambert";R : Non terminée;58012;580;Acénaphtène, Anthracène, Benzo(a)anthracène, Benzo(b+j+k)fluoranthène, Benzo(g,h,i)pérylène, Chrysène, Cuivre (Cu), Fluoranthène, Fluorène, Hydrocarbures pétroliers C10 à C50, Indéno(1,2,3-cd)pyrène, Naphtalène, Nickel (Ni), Phénanthrène, Plomb (Pb), Pyrène, Zinc (Zn),;0;45.4977777778;-73.5138888889
4234;16;9015-3834 Québec inc.;"663, rue Notre-Dame
Saint-Lambert";R : Non terminée;58012;580;Benzo(a)anthracène, Benzo(a)pyrène, Benzo(g,h,i)pérylène, Chrysène, Fluoranthène, Indéno(1,2,3-cd)pyrène, Phénanthrène, Pyrène,;0;45.5002777778;-73.5066666667
4235;16;Contrecoeur (M) Mun.;;R : Non terminée;59035;590;Produits pétroliers*,;0;;
4236;16;Marché Bellemare inc. Placements Bellemare;"5350, boulevard Grande-Allée
Saint-Hubert";R : Non terminée;58227;580;Hydrocarbures pétroliers C10 à C50,;0;45.4791666667;-73.4486111111
4238;16;Excavation Mastro et Frère inc.;;R : Non terminée;67035;670;Benzène, Biphényles polychlorés (BPC), Chlorobenzènes*, Hydrocarbures aromatiques polycycliques*, Hydrocarbures légers*, Toluène, Xylènes (o,m,p),;0;45.3833333333;-73.5925
4239;16;Chamignon, Denise;"2690, rue Coderre
Saint-Hubert";R : Non terminée;58227;580;Hydrocarbures pétroliers C10 à C50,;0;45.5016666667;-73.4205555556
4240;16;Dubuisson, Ruth et Cherilus, Jean-Urie  ;"4855, terrasse Labrosse
Saint-Hubert";R : Non terminée;58227;580;Hydrocarbures pétroliers C10 à C50,;0;45.4963888889;-73.4330555556
4241;16;Poulin, Gilles ;"1656, rue Georges
Saint-Hubert";R : Non terminée;58227;580;Hydrocarbures pétroliers C10 à C50,;0;45.4991666667;-73.4694444444
4242;16;Travers, Élizabeth Groupe disco ballroom inc. (Le);"3701, boulevard Grande-Allée
Saint-Hubert";R : Non terminée;58227;580;Hydrocarbures pétroliers C10 à C50,;0;45.4919444444;-73.4686111111
4243;16;Multi Réservoirs 2000 inc.;"6850, boulevard Grande-Allée
Saint-Hubert";R : Non terminée;58227;580;Huiles usées*,;0;45.4622222222;-73.4230555556
4244;16;Groupe Pétrolier Olco inc.;"3805, boulevard Grande-Allée
Saint-Hubert";R : Non terminée;58227;580;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;Benzène,;45.4908333333;-73.4669444444
4245;16;Produits Verriers Novatech inc. Placements Toray inc.;"160, rue Murano
Sainte-Julie";R : Non terminée;59010;590;Dioxines (PCDD), Furanes (PCDF),;0;45.5858833333;-73.3236027778
4246;16;Régie intermunicipale de l'eau potable Varennes, Sainte-Julie, Sainte-Amable;1640, montée Sainte-Julie;R : Non terminée;59010;590;Hydrocarbures pétroliers C10 à C50,;0;45.6172194444;-73.3712805556
4247;16;Produits Shell Canada limitée;"1659, chemin du Fer-à-Cheval
Sainte-Julie";R : Non terminée;59010;590;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;45.5855;-73.3270305556
4249;16;Garage Riendeau Auto inc. Fleury, Georges;"5701, rue Auteuil
Brossard";R : Non terminée;58007;580;Huiles usées*, Hydrocarbures pétroliers C10 à C50,;0;45.4752777778;-73.4541666667
4251;16;Station-service Ultramar Canada Inc.;"5699, boulevard Grande-Allée
Brossard";R : Non terminée;58007;580;Hydrocarbures pétroliers C10 à C50,;0;45.4730555556;-73.4413888889
4252;16;Laplante Landscaping;"9, avenue du Parc
Saint-Liboire";R : Non terminée;54072;540;Hydrocarbures pétroliers C10 à C50,;0;45.6591111111;-72.7693888889
4254;16;Bureau de Poste de Saint-Hubert 9079-3274 Québec inc.;"5875, chemin de Chambly
Saint-Hubert";R : Non terminée;58227;580;Hydrocarbures pétroliers C10 à C50,;0;45.4988888889;-73.4097222222
4255;16;Camping Terrasse Rougemont;"545, Grande-Caroline
Rougemont";R : Non terminée;55037;550;Huiles usées*,;0;45.4405555556;-73.0419444444
4256;16;Pipe-Lines Montréal ltée (Les),;"148, chemin Pipeline
Saint-Césaire";R : Non terminée;55023;550;Produits pétroliers*,;Hydrocarbures pétroliers C10 à C50,;45.3803948852;-73.0328660633
4257;16;Gladu, J. M. et Laurin, E.,;"996, rue Notre-Dame
Saint-Césaire";R : Non terminée;55023;550;Hydrocarbures pétroliers C10 à C50,;0;45.4140305556;-73.0031861111
4258;16;Salle municipale, Saint-Charles-sur-Richelieu;"16, rue Saint-Pierre
Saint-Charles-sur-Richelieu";R : Non terminée;57057;570;Hydrocarbures pétroliers C10 à C50,;0;45.6891666667;-73.1858333333
4259;16;Lubrifiant Excellence inc. 9020-5428 Québec inc.;"3099, Bernard-Pilon
Saint-Mathieu-de-Beloeil";R : Non terminée;57045;570;Hydrocarbures pétroliers C10 à C50,;0;45.580075;-73.2614138889
4260;16;Strongco Engineered systemes inc.;"3122, Bernard-Pilon
Saint-Mathieu-de-Beloeil";R : Non terminée;57045;570;Hydrocarbures pétroliers C10 à C50,;0;45.5809694444;-73.2635
4261;16;Entreprises M. et R. Bardier inc. Bardier Ronald;"2412, chemin des Patriotes
Saint-Ours";R : Non terminée;53032;530;Hydrocarbures légers*, Hydrocarbures pétroliers C10 à C50,;0;45.8959;-73.1484694444
4262;16;Thérizols, Jean-Marc Gélineau, Pierre;;R : Non terminée;56083;560;Hydrocarbures lourds*, Hydrocarbures pétroliers C10 à C50,;0;;
4263;16;Shell Canada ltée;1149, boul. Saint-Luc;R : Non terminée;56083;560;Hydrocarbures légers*,;0;45.3777222222;-73.373275
4264;16;Genest, Jean-Claude;3860, Montée Saint-Hubert                   Saint-Hubert QC;R : Non terminée;58227;580;Hydrocarbures pétroliers C10 à C50,;0;45.4916666667;-73.4308333333
4266;16;Guérin, André O'Farrell, Brenda;"1382, montée St-Robert
Saint-Lazare";R : Non terminée;71105;710;Hydrocarbures pétroliers C10 à C50,;0;45.3969027778;-74.1572638889
4267;16;École des Saints-Anges Commission scolaire Marie-Victorin;"126, rue Logan
Saint-Lambert";R : Non terminée;58012;580;Hydrocarbures pétroliers C10 à C50,;0;45.5052777778;-73.5152777778
4268;16;Richard, G. Raymond et Lee Chaw Chee Li Mal Lin ;"418, Bld Queen
Saint-Lambert";R : Non terminée;58012;580;Hydrocarbures pétroliers C10 à C50,;0;45.4922222222;-73.5047222222
4269;16;Urgence signalée par inconnu à St-Lambert;"365, avenue Mercille
Saint-Lambert";R : Non terminée;58012;580;Hydrocarbures pétroliers C10 à C50,;0;45.5040194444;-73.513775
4270;16;Garage René Trudeau inc.;"175, Riverside Dr.
Saint-Lambert";R : Non terminée;58012;580;Hydrocarbures légers*,;0;45.495;-73.5133333333
